,link,headline,summary,date
2005,http://artsbeat.blogs.nytimes.com/2012/02/08/the-grammys-does-anyone-stand-a-chance-against-adele/,The Grammys: Does Anyone Stand a Chance Against Adele?,"The Grammy Awards could end up much like the 2011 album sales charts did - as a race for second behind Adele and her top-selling album, ""21"" (XL/Columbia). This British belter, a critical favorite and seller of more than 7.5 million records (hard copies and digital) in the United States alone last year, will surprise almost no one if she sweeps the big awards on Sunday, including Album, Record, Song and Artist of the Year. She is also doubling as perhaps the most anticipated young performer at the Feb. 12 Grammy ceremony, to be broadcast on CBS. That is, depending on how you feel about Chris Brown.",2012/02/08
998,https://rendezvous.blogs.nytimes.com/2012/02/08/nixons-trip-and-cronkites-socks/,Nixon’s Trip and Cronkite’s Socks,"One biographer called him America’s “most peculiar and haunted of presidents.” But for all his personal ghosts, Richard Nixon made perhaps the most important presidential trip in history. Forty years ago next week, he went to China.",2012/02/08
1999,https://artsbeat.blogs.nytimes.com/2012/02/08/the-grammys-does-anyone-stand-a-chance-against-adele/,The Grammys: Does Anyone Stand a Chance Against Adele?,"On Sunday, we’ll see if the Grammy Awards shake out like the 2011 album sales charts — as a race for second behind Adele and her album, “21.”",2012/02/08
322,https://mediadecoder.blogs.nytimes.com/2012/02/08/tops-among-older-viewers-ncis-can-still-draws-younger-ones/,"Tops Among Older Viewers, ‘NCIS’ Can Still Draw Younger Ones","The CBS drama’s 200th episode had a huge total audience of 20.8 million viewers on Tuesday night. Yes, nearly 15 million of those viewers were over 50, but the 5.3 million in a younger demographic were enough to carry the night.",2012/02/08
321,http://mediadecoder.blogs.nytimes.com/2012/02/08/tops-among-older-viewers-ncis-can-still-draws-younger-ones/,"Tops Among Older Viewers, 'NCIS' Can Still Draw Younger Ones","CBS has every reason to celebrate the 200th episode of its long-running hit drama, ""NCIS,"" and not only because it put an exclamation point on the anniversary by performing as the standout show in every way Tuesday night.",2012/02/08
993,http://rendezvous.blogs.nytimes.com/2012/02/08/nixons-trip-and-cronkites-socks/,Nixon's Trip and Cronkite's Socks,"HONG KONG - He was shy, secretive, socially awkward and an anti-Semite. He was exceedingly polite in public, but swore like a stevedore in private. He hounded Communists in the United States, then later tampered with the Constitution and resigned the presidency. One biographer called him America's ""most peculiar and haunted of presidents.""",2012/02/08
578,https://carpetbagger.blogs.nytimes.com/2012/02/08/george-clooneys-next-tour-stop/,George Clooney’s Next Tour Stop,"George Clooney, “The Descendants” star, and that film’s director, Alexander Payne, will be answering questions in a live-streamed TimesTalk.",2012/02/08
912,https://atwar.blogs.nytimes.com/2012/02/09/what-we-are-reading-women-under-siege/,What We Are Reading: Women Under Siege,A new Web site focuses on how rape and sexual violence are used as a tool of war.,2012/02/09
1046,http://mediadecoder.blogs.nytimes.com/2012/02/09/cnbc-hires-vh1-executive-to-help-develop-reality-shows/,CNBC Hires VH1 Executive to Help Develop Reality Shows,CNBC might be turning Wall Street bankers into reality show stars.,2012/02/09
909,http://mediadecoder.blogs.nytimes.com/2012/02/09/ratings-decline-at-american-idol-may-have-leveled-off/,Ratings Decline at 'American Idol' May Have Leveled Off,"The clouds over ""American Idol"" finally parted this week.",2012/02/09
2904,https://www.nytimes.com/2012/02/09/technology/in-piracy-debate-deciding-if-the-sky-is-falling.html,The Piracy Problem: How Broad?,Media and Internet giants at odds over dealing with purloined content on the Web may need to agree first on exactly how bad the problem is.,2012/02/09
1617,http://artsbeat.blogs.nytimes.com/2012/02/09/prime-time-news-and-the-ghost-of-jfk/,Prime-Time News and the Ghost of JFK,"Rival network-news divisions were part of a strange, coincidental Camelot convergence on their prime-time shows on Wednesday night: Both summoned the ghost of President John F. Kennedy but to very different ends (beyond ratings, that is). Between them, they covered the two main approaches that network news takes when it operates in prime time: fawning (CBS's brand-new ""Person to Person,"" featuring George Clooney with Kennedy memorabilia) and censorious (NBC's ""Rock Center With Brian Williams,"" about a JFK affair).",2012/02/09
907,http://atwar.blogs.nytimes.com/2012/02/09/what-we-are-reading-women-under-siege/,What We Are Reading: Women Under Siege,"Lately, At War has had a few recommendations for books to cover, one of which I am busy reading ahead of the next trip. But before writing that one up, the blog will pause today to update its blog roll and point to a new Web site worth watching: Women Under Siege.",2012/02/09
908,https://mediadecoder.blogs.nytimes.com/2012/02/09/ratings-decline-at-american-idol-may-have-leveled-off/,Ratings Decline at ‘American Idol’ May Have Leveled Off,"The ratings Wednesday night were down from the year before, but in the range of the week before. But, notably, the singing contest will not be No. 1 this week among 18- to 49-year-old viewers.",2012/02/09
871,https://mediadecoder.blogs.nytimes.com/2012/02/10/grammy-awards-said-to-command-800000-for-30-second-ad/,"Grammy Awards Said to Command $800,000 for 30-Second Ad","Since 2010, the awards show on CBS has been adding viewers, and, not coincidentally, has been charging more for commercial time.",2012/02/10
54,https://artsbeat.blogs.nytimes.com/2012/02/10/a-ratings-uptick-for-idol/,A Ratings Uptick for ‘Idol’,“American Idol” reverses a downward ratings trend.,2012/02/10
645,http://artsbeat.blogs.nytimes.com/2012/02/10/as-ratings-rise-so-does-grammys-ad-haul/,"As Ratings Rise, So Does Grammy's Ad Haul","Advertising rates for commercial during the Grammy Awards, which will be shown on CBS on Sunday, Feb. 11, have risen commensurately with the award show's ratings increase in recent years.",2012/02/10
1782,https://www.nytimes.com/2012/02/10/movies/damien-bona-creator-of-inside-oscar-dies-at-56.html,Damien Bona Dies at 56; Creator of Guide for Oscar Buffs,"Mr. Bona, along with Mason Wiley, wrote an encyclopedic, usually affectionate but sometimes acerbic guide called “Inside Oscar: The Unofficial History of the Academy Awards.”",2012/02/10
866,http://mediadecoder.blogs.nytimes.com/2012/02/10/grammy-awards-said-to-command-800000-for-30-second-ad/,"Grammy Awards Said to Command $800,000 for 30-Second Ad","What is the dollar value of the recent ratings turnaround for the Grammy Awards? According to one report, that increased viewership translates into an additional $750,000 a minute.",2012/02/10
464,https://thecaucus.blogs.nytimes.com/2012/02/11/sunday-breakfast-menu-feb-12/,"Sunday Breakfast Menu, Feb. 12","President Obama’s chief of staff, Jack Lew, stops by five Sunday shows to talk about the contraception coverage controversy, “super PACs” and the budget.",2012/02/11
461,http://thecaucus.blogs.nytimes.com/2012/02/11/sunday-breakfast-menu-feb-12/,"Sunday Breakfast Menu, Feb. 12","President Obama's chief of staff, Jack Lew, makes the rounds on the Sunday shows to offer the administration's perspective on the news of the week. With appearances on ABC's ""This Week,"" CBS's ""Face the Nation,"" CNN's ""State of the Union,"" ""Fox News Sunday"" and NBC's ""Meet the Press,"" Mr. Lew answers questions about the controversy over mandating insurance coverage of contraception, the president's support for ""super PACs"" and the release of the president's budget.",2012/02/11
133,https://www.nytimes.com/interactive/2012/02/11/us/poll-entitlements-documents.html,New York Times/CBS Poll on Entitlements,The poll asked 992 respondents about Medicare and social security.,2012/02/11
1980,http://thecaucus.blogs.nytimes.com/2012/02/12/contraception-drowns-out-budget-on-shows/,Contraception Debate Drowns Out Budget Talk,"WASHINGTON - The new White House chief of staff, Jacob J. Lew, made the rounds of the Sunday talk shows to discuss the budget that President Obama is to release on Monday, but instead he was forced repeatedly to defend the administration's effort to guarantee that insurers cover birth control for women in the face of criticism from religious groups.",2012/02/12
1979,https://thecaucus.blogs.nytimes.com/2012/02/12/contraception-drowns-out-budget-on-shows/,Contraception Debate Drowns Out Budget Talk,"The new White House chief of staff, Jacob J. Lew, made the rounds of the Sunday television talk shows to discuss President Obama’s new budget to be released on Monday, but instead he was forced repeatedly to defend the administration’s effort to guarantee that insurers cover birth control for women, in the face of criticism from religious groups.",2012/02/12
2898,https://www.nytimes.com/2012/02/12/arts/design/jim-linderman-collects-it-all-vintage-sleaze-to-baptism-photos.html,Mining the Margins of Pop Culture,"Jim Linderman trolls flea markets, eBay and antiques stores, mining the margins of vintage popular culture. Some of his finds wind up in New York museums.",2012/02/12
533,https://artsbeat.blogs.nytimes.com/2012/02/12/the-grammy-awards-live/,Adele Is 6 for 6 at the Grammy Awards,"Adele won six Grammy Awards in the six categories for which she was nominated. Dave Itzkoff, a culture reporter for The New York Times, and Jon Caramanica, a pop music critic, provided commentary during the television broadcast.",2012/02/12
388,http://mediadecoder.blogs.nytimes.com/2012/02/13/california-dreamin-of-a-live-grammy-awards-broadcast/,California Dreamin' - of a Live Grammy Awards Broadcast,Why didn't CBS televise the Grammy Awards live coast-to-coast on Sunday night?,2012/02/13
2163,https://www.nytimes.com/2012/02/13/arts/music/whitney-houstons-death-casts-shadow-on-grammys.html,Diva’s Sudden Death Casts a Long Shadow,"A tribute to Whitney Houston, and Adele’s first public performance since her vocal cord surgery marked the 54th annual Grammy Awards on Sunday night.",2012/02/13
575,http://artsbeat.blogs.nytimes.com/2012/02/13/40-million-tune-in-for-grammys/,40 Million Tune In for Grammys,"For its full duration, the Grammy Awards telecast attracted 39.9 million viewers, making it the most-watched nonsports program of the television season.",2012/02/13
1075,https://www.nytimes.com/2012/02/13/business/economic-reports-for-the-week-of-feb-13.html,Economic Reports for the Week Ahead,"Governments reports will include retail sales for January and business inventories for December, and companies reporting earnings will include Avon, Deere, General Motors, Molson Coors and Zynga.",2012/02/13
2157,https://thecaucus.blogs.nytimes.com/2012/02/13/a-delicate-balance-for-the-president/,A Delicate Balance for the President,The week ahead will test President Obama’s ability to balance his policy duties with his political imperatives.,2012/02/13
390,https://mediadecoder.blogs.nytimes.com/2012/02/13/california-dreamin-of-a-live-grammy-awards-broadcast/,California Dreamin’ — of a Live Grammy Awards Broadcast,"CBS showed the Grammy Awards telecast on tape delay on the West Coast, annoying those who were following on Twitter and other social networking services but couldn’t watch.",2012/02/13
2154,http://economix.blogs.nytimes.com/2012/02/13/raising-the-price-of-reproductive-rights/,Raising the Price of Reproductive Rights,"Nancy Folbre is an economics professor at the University of Massachusetts, Amherst.",2012/02/13
626,https://thecaucus.blogs.nytimes.com/2012/02/14/santorum-is-tied-with-romney-in-new-poll/,Santorum Catches Up With Romney in New Poll,The latest New York Times/CBS News poll finds Rick Santorum erasing Mitt Romney’s lead in the Republican field.,2012/02/14
1963,https://mediadecoder.blogs.nytimes.com/2012/02/14/new-service-will-stream-local-tv-stations-in-new-york/,New Service Will Stream Local TV Stations in New York,An Internet start-up financed in part by Barry Diller will use thousands of tiny TV antennas to pull broadcast signals out of the air and deliver them to subscribers.,2012/02/14
474,https://thecaucus.blogs.nytimes.com/2012/02/14/timescast-santorum-catches-up-to-romney/,TimesCast | Santorum Catches Up to Romney,Rick Santorum catches up to Mitt Romney among Republican primary voters in the lastest New York Times/CBS News poll. Jim Rutenberg reports.,2012/02/14
456,https://mediadecoder.blogs.nytimes.com/2012/02/14/the-voice-stays-strong-in-the-ratings-but-smash-weakens-some/,"‘The Voice’ Stays Strong in the Ratings, but ‘Smash’ Weakens Some","In its second regular outing on Monday, the singing competition remained the dominant player on the night. The decline for “Smash” could raise questions about its long-term prospects.",2012/02/14
1703,https://takingnote.blogs.nytimes.com/2012/02/14/the-santorum-surge-goodbye-ron-paul-territory/,The Santorum Surge: Goodbye Ron Paul Territory,The former senator from Pennsylvania speaks excellent right-winglish.,2012/02/14
1100,https://www.nytimes.com/2012/02/15/us/politics/how-the-poll-was-conducted.html,How the Poll Was Conducted,"The latest New York Times/CBS News poll is based on telephone interviews conducted Feb. 8 through Feb. 13 with 1,197 adults throughout the United States. Of these, 1,064 said they were registered to vote.",2012/02/15
1314,https://thecaucus.blogs.nytimes.com/2012/02/15/santorum-releases-four-years-of-tax-returns/,Returns Show Santorum Paid 28 Percent Tax Rate,The Republican presidential candidate released returns for the years 2007 to 2010.,2012/02/15
2376,https://www.nytimes.com/2012/02/15/us/obama-shift-on-contraception-splits-catholics.html,Obama Shift on Providing Contraception Splits Critics,"Leaders of several large Catholic organizations have welcomed the president’s plan on birth control coverage, but bishops have continued to voice strong objections.",2012/02/15
1203,http://takingnote.blogs.nytimes.com/2012/02/15/finally-a-stimulus-deal/,"Finally, a Stimulus Deal",It looks like Republican and Democratic lawmakers are going to make a deal on some actual economic stimulus. They will likely extend the $100 billion payroll tax holiday without the cuts that Republicans usually demand in exchange for spending-which can end up diluting the intended effect.,2012/02/15
136,https://www.nytimes.com/2012/02/15/us/politics/economic-gains-give-lift-to-obama-in-poll.html,Economic Growth Gives Lift to Obama in NYT/CBS Poll,"President Obama’s approval rating reached the 50 percent mark, while Republican voters expressed a desire for more alternatives in their race, according to the latest New York Times/CBS News poll.",2012/02/15
119,https://www.nytimes.com/interactive/2012/02/15/us/politics/20120215_poll_docs.html,New York Times/CBS Poll,A New York Times/CBS News poll showed president Obama’s numbers rise while Republicans are still searching for a final candidate.,2012/02/15
1204,https://takingnote.blogs.nytimes.com/2012/02/15/finally-a-stimulus-deal/,"Finally, a Stimulus Deal","Lawmakers reach a tentative deal on the payroll tax cut extension, and the president’s approval rating edges up.",2012/02/15
1136,https://thecaucus.blogs.nytimes.com/2012/02/15/the-early-word-tentative-steps/,The Early Word: Tentative Steps,"Political news from today’s Times and around the Web, plus a look at what’s happening in Washington.",2012/02/15
1472,https://thecaucus.blogs.nytimes.com/2012/02/15/voices-from-the-poll-2/,Voices From the Poll,Voters talk about their choices in the Republican nominating contest.,2012/02/15
1681,https://thecaucus.blogs.nytimes.com/2012/02/15/santorum-takes-the-lead-in-ohio/,Santorum Takes the Lead in Ohio,"A new poll by Quinnipiac University shows that Mitt Romney’s lead has evaporated, with Mr. Santorum surging ahead.",2012/02/15
1760,https://artsbeat.blogs.nytimes.com/2012/02/15/cyber-furor-over-chris-browns-appearance-at-grammys/,Cyber Furor Over Chris Brown’s Appearance at Grammys,"Some say that Chris Brown, who pleaded guilty to assaulting Rihanna three years ago, should not have been invited to the show.",2012/02/15
1126,https://artsbeat.blogs.nytimes.com/2012/02/16/oprah-winfrey-revisits-whitney-houston-interview/,Oprah Winfrey Revisits Whitney Houston Interview,"“Remembering Whitney: The Oprah Interview,” a two-hour special on OWN, comes five days after Ms. Houston was found dead in her hotel room in Beverly Hills, Calif.",2012/02/16
2143,https://www.nytimes.com/2012/02/16/business/media/made-in-america-resonates-with-marketers.html,This Column Was 100% Made in America,Commercials and other forms of marketing are trending toward made-in-America themes.,2012/02/16
1584,http://takingnote.blogs.nytimes.com/2012/02/16/have-i-underestimated-ron-paul/,Have I Underestimated Ron Paul?,"In a post yesterday about Rick Santorum's sudden surge in public opinion polls, I joked that he was finally leaving behind Ron Paul territory. I guess I was asking for it; the man with two first names attracts loyal defenders, and they took to the comments to defend their candidate.",2012/02/16
2136,https://www.nytimes.com/2012/02/16/us/politics/both-sides-eager-to-take-contraception-mandate-debate-to-voters.html,Both Sides Eager to Take Birth Control Coverage Issue to Voters,Supporters and opponents of President Obama’s health coverage requirement for all employers see it as a potent weapon for the November elections.,2012/02/16
580,https://thequad.blogs.nytimes.com/2012/02/16/a-new-twist-for-viewing-the-n-c-a-a-tournament-online/,A New Twist for Viewing the N.C.A.A. Tournament Online,"To watch N.C.A.A. men’s tournament games online without a fee, viewers will have to authenticate their accounts with the Turner Sports sites.",2012/02/16
1572,https://takingnote.blogs.nytimes.com/2012/02/16/have-i-underestimated-ron-paul/,Have I Underestimated Ron Paul?,Some readers say I’ve given Mr. Paul short shrift. That’s true. It’s because I don’t think he has a chance.,2012/02/16
788,https://artsbeat.blogs.nytimes.com/2012/02/16/a-steady-american-idol-triumphs-in-the-ratings/,A Steady ‘American Idol’ Triumphs in the Ratings,"After a rocky start to the season, “American Idol” appears to have stabilized in the ratings.",2012/02/16
583,https://thecaucus.blogs.nytimes.com/2012/02/16/romney-decision-may-end-string-of-debates/,End of Primary Debates May Be in Sight,"After 20 debates, the leader in delegates says enough is enough.",2012/02/16
44,https://www.nytimes.com/2012/02/16/business/media/cbs-corp-profits-increase-but-revenue-comes-up-short.html,"CBS Corp. Profits Increase, but Revenue Comes Up Short","Leslie Moonves, the chief executive, is upbeat, with an eye to election ad spending this year and the Super Bowl next year.",2012/02/16
2127,https://fifthdown.blogs.nytimes.com/2012/02/17/scouting-the-draft-l-s-u-s-morris-claiborne/,Scouting the Draft: L.S.U.’s Morris Claiborne,"Morris Claiborne will probably be the first cornerback off the draft board, but he is in a battle with Alabama’s Dre Kirkpatrick for that honor.",2012/02/17
683,https://tmagazine.blogs.nytimes.com/2012/02/17/now-online-t-spring-womens-fashion-2012/,Now Online | T Spring Women’s Fashion 2012,Usher in spring with the trends of the season.,2012/02/17
1402,https://thecaucus.blogs.nytimes.com/2012/02/17/partisan-split-on-party-direction/,Partisan Split on Party Direction,Far more Democrats say their party is headed in the right direction than Republicans say of their party.,2012/02/17
2488,https://www.nytimes.com/2012/02/17/us/politics/mitt-romney-and-ron-paul-friendly-amid-the-rivalry.html,"Amid Rivalry, Friendship Blossoms on the Campaign Trail","Whatever their ideological differences, Mitt Romney and Ron Paul have a warm personal relationship, though it remains to be seen if this will help Mr. Romney’s campaign.",2012/02/17
1581,https://www.nytimes.com/2012/02/17/arts/dance/zina-bethune-actress-and-dancer-dies-at-66.html,"Zina Bethune, Actress and Dancer, Dies at 66",Ms. Bethune balanced careers in ballet and acting from the 1950s to the mid-1970s. She is best known for her role as a nursing student on “The Nurses.”,2012/02/17
1550,https://www.nytimes.com/2012/02/18/business/media/anthony-shadids-death-puts-focus-on-difficulty-of-covering-syria.html,Reporter’s Death Puts Focus on Difficulties of Covering a Secretive Syria,"The uprising in Syria has become, for journalists, one of the most difficult assignments in many years, with reporters sneaking in to bear witness at great personal risk.",2012/02/18
1017,https://mediadecoder.blogs.nytimes.com/2012/02/19/radio-ads-are-coming-back-and-the-presidential-run-will-help/,"Radio Ads Are Coming Back, and the Presidential Run Will Help",The Radio Advertising Bureau sees a growth streak under way that should pick up with the political campaigns and the Olympics.,2012/02/19
671,https://www.nytimes.com/2012/02/19/t-magazine/lara-logan-remains-a-tenacious-journalist.html,Safe at Home,"Having survived a brutal sexual attack, Lara Logan remains a tenacious journalist, albeit one steeped in risk assessment.",2012/02/19
1189,https://www.nytimes.com/2012/02/19/t-magazine/t-spring-womens-fashion-2012-editors-letter.html,Editor’s Letter,"To dress like a woman in a man’s world involves a certain amount of gumption; but, that said, to merely live in a man’s world is challenge enough.",2012/02/19
1555,https://www.nytimes.com/2012/02/19/arts/zina-bethune-actress-and-dancer-dies-at-66.html,"Zina Bethune Dies at 66; Actress, Dancer and Choreographer",Ms. Bethune balanced careers in ballet and acting from the 1950s to the ’60s. She is best known for her role as a nursing student on “The Nurses.”,2012/02/19
1651,https://www.nytimes.com/2012/02/19/arts/television/after-some-soaps-cancellations-others-adjust.html,Days of Some Shows’ Lives Continue,"After a rash of soap opera cancellations, surviving shows are finding ways to remain vital and relevant in television’s changing landscape.",2012/02/19
2767,https://www.nytimes.com/2012/02/19/arts/television/one-life-to-live-and-lessons-for-real-life.html,Life Lessons in the Soapsuds,Soap operas like “One Life to Live” could offer an escape from real life and a mirror in which an adolescent’s repressed feelings were given voice.,2012/02/19
1928,https://www.nytimes.com/2012/02/19/fashion/weddings/elizabeth-oliner-burt-herman-weddings.html,Elizabeth Oliner and Burt Herman,The bride is a lawyer; the bridegroom is a journalist and is involved in media innovation.,2012/02/19
1469,https://thecaucus.blogs.nytimes.com/2012/02/19/sunday-breakfast-menu-feb-19/,"Sunday Breakfast Menu, Feb. 19","Gen. Martin E. Dempsey talks about Iran, and Representative Ron Paul, Rick Santorum and Newt Gingrich weigh in on their standings in the Republican presidential race.",2012/02/19
2264,https://www.nytimes.com/2012/02/20/us/politics/santorum-defends-remarks-on-obama-and-public-schools.html,Santorum Defends Remarks on Obama and Government’s Role in Education,"After accusing President Obama of “a phony theology” and likening public schools to “factories” on Saturday, Rick Santorum sought to clarify his remarks but did not back down from them.",2012/02/20
2642,https://www.nytimes.com/2012/02/20/us/politics/obamas-tax-policy-targets-slice-of-his-base-the-affluent.html,Obama’s Tax Policy Targets Rising Sector of His Base: The Affluent,"The president’s plan would increase the taxes of well-off Americans, who represent a growing constituency for the Democratic Party.",2012/02/20
477,https://www.nytimes.com/2012/02/20/business/media/vying-to-don-oprahs-mantle.html,Vying to Capture Oprah’s Mantle,"Along with current syndicated TV favorites, a multitude of new daytime talk shows will arrive this fall in the first real test for the genre since Oprah Winfrey left the scene in May.",2012/02/20
1154,https://mediadecoder.blogs.nytimes.com/2012/02/21/movie-theater-ad-company-plans-to-crash-tvs-upfront-week/,Movie Theater Ad Company Plans to Crash TV’s ‘Upfront’ Week,"NCM Media Networks handles a lot of advertising, but it otherwise isn’t a natural fit for the week when broadcast and cable networks present the coming season’s fare to advertisers and agencies.",2012/02/21
1924,https://www.nytimes.com/2012/02/21/business/media/marketing-budgets-rise-for-some-giants.html,Marketing Budgets Rise for Some Giants,"At several major companies, the outlook for ad spending is even sunnier than earlier forecast.",2012/02/21
444,https://mediadecoder.blogs.nytimes.com/2012/02/21/another-dip-in-the-ratings-for-nbcs-smash/,Another Dip in the Ratings for NBC’s ‘Smash’,"The NBC series “Smash” took another dip in the ratings Monday night, continuing an ominous trend: viewers leaving the show in big numbers at its half-hour mark.",2012/02/21
1384,https://www.nytimes.com/2012/02/22/us/diverse-media-groups-unite-on-confidential-sources-issue.html,Media Groups Unite on Protecting Sources,A coalition of media organizations has urged a federal appeals court to protect a reporter from being forced to testify about his confidential sources.,2012/02/22
1041,https://thecaucus.blogs.nytimes.com/2012/02/22/debate-fact-check-santorum-waffles-on-title-x/,Debate Fact Check: Santorum Waffles on Title X,"Rick Santorum said he opposed a major funding vehicle for family planning programs, but ultimately voted for it as part of a larger spending bill.",2012/02/22
1272,https://thecaucus.blogs.nytimes.com/2012/02/22/obama-super-pac-targets-romneys-bailout-stance-in-new-ad/,Obama Super PAC Targets Romney’s Bailout Stance in New Ad,The ad is being broadcast just as Mitt Romney is battling Rick Santorum in the Michigan primary.,2012/02/22
3898,https://thecaucus.blogs.nytimes.com/2012/02/22/arizona-republican-debate-fact-check/,Arizona Republican Debate Fact Check,Times reporters take a closer look at some of the statements made by the Republican presidential candidates in Wednesday night’s debate.,2012/02/22
756,https://fifthdown.blogs.nytimes.com/2012/02/23/scouting-the-draft-georgias-cordy-glenn/,Scouting the Draft: Georgia’s Cordy Glenn,"At 6-5 and 348 pounds, Glenn is a mammoth offensive lineman, and he plays with a bit of attitude (a good thing).  ",2012/02/23
1244,https://thecaucus.blogs.nytimes.com/2012/02/24/focus-on-social-issues-could-shape-battle-for-women-voters/,Focus on Social Issues Could Shape Battle for Women,"There are any number of ways in which the politics of culture wars might play out, but perhaps the biggest question is the degree to which the new attention on social issues might shape the battle for one of the most important electoral swing groups: moderate and independent women voters.",2012/02/24
1521,https://carpetbagger.blogs.nytimes.com/2012/02/24/my-oscar-picks-eugenio-derbez/,My Oscar Picks: Eugenio Derbez,The Mexican actor and comedian Eugenio Derbez shares his Oscar picks.,2012/02/24
753,https://fifthdown.blogs.nytimes.com/2012/02/24/scouting-the-draft-virginias-chase-minnifield/,Scouting the Draft: Virginia’s Chase Minnifield,"The tall, lean cornerback holds a lot of promise, but he will need to add some bulk at the next level.",2012/02/24
2091,https://www.nytimes.com/2012/02/24/business/media/on-hollywoods-night-to-shine-red-carpet-time-for-ads-too.html,"On Hollywood’s Night to Shine, Red Carpet Time for Ads, Too","This year, the public may be more familiar with the brands sponsoring the Academy Awards than the movies vying for best picture.",2012/02/24
35,https://mediadecoder.blogs.nytimes.com/2012/02/24/a-cbs-sitcom-overtakes-american-idol/,A CBS Sitcom Overtakes ‘American Idol’,"The downward ratings trend for “American Idol” on Fox showed no sign of abating this week, as the show plunged 38 percent from its performance a year ago.",2012/02/24
576,https://thecaucus.blogs.nytimes.com/2012/02/25/sunday-breakfast-menu-feb-26/,"Sunday Breakfast Menu, Feb. 26","Mitt Romney, Rick Santorum and the governors of Arizona and Michigan talk about Tuesday’s primaries.",2012/02/25
2241,https://www.nytimes.com/2012/02/26/world/asia/pakistan-razing-house-where-bin-laden-lived.html,Pakistan Razing House Where Bin Laden Lived,The building where Osama bin Laden died at the hands of a Navy SEAL unit last May took on a painful symbolism for Pakistan’s military.,2012/02/26
1888,http://rendezvous.blogs.nytimes.com/2012/02/26/sorry-seems-to-be-the-hardest-word/,Sorry Seems to Be the Hardest Word,HONG KONG - The formal apology - it's not something that any American president takes lightly or offers easily.,2012/02/26
1875,https://rendezvous.blogs.nytimes.com/2012/02/26/sorry-seems-to-be-the-hardest-word/,Sorry Seems to Be the Hardest Word,"The formal apology — it’s not something that any American president takes lightly or offers easily, although most recent presidents have offered multiple apologies. President Obama’s letter of apology to President Hamid Karzai over the burning of some Korans by U.S. troops in Afghanistan has angered his political opponents and detractors.",2012/02/26
890,https://mediadecoder.blogs.nytimes.com/2012/02/27/slight-rise-in-oscar-ratings-but-not-among-the-coveted-younger-viewers/,"Slight Rise in Oscar Ratings, but Not Among the Coveted Younger Viewers",Sunday’s Oscar telecast on ABC fell short of the Grammy Awards in both the number of people who watched and the number of viewers in the 18-to-49 audience that is coveted by the networks.,2012/02/27
2332,https://www.nytimes.com/2012/02/27/world/middleeast/as-fighting-continues-syria-offers-a-new-charter.html,Syria Offers a New Charter as Battles in Cities Continue,"As attacks by government forces killed dozens on Sunday, Syria held a referendum on a new constitution, an offer of reform that Western leaders called a farce.",2012/02/27
2064,https://www.nytimes.com/2012/02/28/us/gay-marriage-law-in-new-hampshire-may-be-revoked.html,"As Gay Marriage Gains Ground in Nation, New Hampshire May Revoke Its Law","Gov. John Lynch of New Hampshire, where same-sex marriages were approved in 2009, has promised to veto a repeal by lawmakers, but that may not be enough to keep the legislation intact.",2012/02/28
2235,https://www.nytimes.com/2012/02/28/us/politics/democrats-primed-for-contraception-battle-with-republicans.html,Democrats See Benefits in Battle on Contraception Access,"With the issue of birth control coverage set to come to the Senate this week, Democratic leaders believe that voters will conclude that Republicans are overreaching on the issue.",2012/02/28
439,https://mediadecoder.blogs.nytimes.com/2012/02/28/daytona-500-a-prime-time-winner-for-fox/,Daytona 500 a Prime-Time Winner for Fox,Fox’s coverage of the Daytona 500 pushed the network to the top of the ratings on Monday night.,2012/02/28
2329,https://www.nytimes.com/2012/02/28/us/politics/for-obama-campaign-afghanistan-violence-causes-ripples.html,Violence in Afghanistan Causes Ripples on Campaign Trail,"New bloodshed in Afghanistan has presented President Obama with a potential political weakness, but the White House believes that the flare-up will reinforce Americans’ desire to end the war.",2012/02/28
552,https://fifthdown.blogs.nytimes.com/2012/02/29/scouting-the-draft-georgias-brandon-boykin/,Scouting the Draft: Georgia’s Brandon Boykin,"The cornerback is a fast, shifty return man but doesn’t tackle well and is being overrated by many analysts.",2012/02/29
489,https://mediadecoder.blogs.nytimes.com/2012/02/29/another-slide-in-viewership-for-idol/,Another Slide in Viewership for ‘Idol’,"“American Idol” on Fox dominated its competition on Tuesday among the audience prized by advertisers, viewers ages 18 to 49, but fell behind “NCIS” on CBS in the total number of viewers.",2012/02/29
632,https://fifthdown.blogs.nytimes.com/2012/03/01/scouting-the-draft-memphiss-dontari-poe/,Scouting the Draft: Memphis’s Dontari Poe,The Memphis defensive tackle is more difficult to project than just about any prospect in the draft. He could go in the top 12 selections or drop out of the first round altogether.,2012/03/01
1109,https://cityroom.blogs.nytimes.com/2012/03/01/davy-joness-new-york/,Davy Jones’s New York,"The Monkees singer made a huge impression with his bandmates in a concert in Queens in 1967, but that wasn’t his first appearance on a New York stage.",2012/03/01
2219,https://thecaucus.blogs.nytimes.com/2012/03/01/is-bipartisanship-back-dont-count-on-it/,Is Bipartisanship Back? Don’t Count on It.,A rare closed-door meeting between the president and Congressional leaders came just one day after Senator Olympia Snowe announced she was retiring because of partisanship in Washington.,2012/03/01
